head,rel,tail
O15530,i,P35372
Q15759,i,P62258
PR:000048327,i,P62280
Q5S007,i,P62745
P41240,i,P05023
Q9Y463,i,P05023
P31749,i,P28482
P00540,i,P04040
Q00610,i,P31146
Q13555,i,P04040
P27361,i,O75955
P48729,i,P13498
Q15418,i,P06396
O95747,i,O00560
Q13557,i,P30101
Q13131,i,P30101
P33981,i,Q86UL8
Q07912,i,P05023
P56589,i,Q9Y5Y5
Q00534,i,Q92542
P61978,i,O15294
Q86SG6,i,P62280
O00141,i,P35372
Q14012,i,P62258
P04049,i,P26038
Q05655,i,Q15700
P49841,i,P04083
P05129,i,Q12959
Q13547,i,P15311
P45983,i,Q8TEW0
P53350,i,P13498
P07948,i,P41743
P12004,i,P11021
Q15418,i,P13498
O75385,i,P60953
P05771,i,P26038
O60880,i,P35241
O43293,i,Q05209
O76039,i,Q12959
P09874,i,P07437
P51812,i,P26038
O15530,i,P21333
P00533,i,O75955
Q16644,i,P18206
Q07912,i,P55072
Q13557,i,P62280
Q9UIV1,i,P30050
P06239,i,Q14155
P54646,i,Q13418
P19838,i,Q9Y2J2
Q15418,i,O00560
Q96GD4,i,P11717
P14618,i,P17661
Q5FBB7,i,P04040
P41743,i,Q92974
Q13362,i,Q13418
O94992,i,Q03135
Q9Y463,i,P46783
P23458,i,P28482
Q92793,i,P04792
Q9UKV8,i,P06730
P46020,i,P61978
O15264,i,O15511
Q15139,i,O75955
Q13131,i,O00560
PR:000007902,i,P05023
Q9UQM7,i,P11021
Q9NRD5,i,Q9Y4G8
P05129,i,P27348
P10721,i,P11717
P32780,i,P61978
O14920,i,P11021
P43405,i,Q14155
Q96QB1,i,P04040
P31749,i,Q16625
Q00535,i,Q05513
Q92831,i,O60716
P53350,i,P11717
P48729,i,Q14511
Q9UBJ2,i,P04040
P17252,i,P11233
Q5VT25,i,Q86UL8
Q9UM73,i,P04083
Q8N752,i,P61978
Q99986,i,P61978
Q13158,i,P27361
P10415,i,Q07820
P24385,i,P04413
Q15139,i,Q86UL8
P53350,i,Q14118
P30153,i,P39019
Q9HCP0,i,Q14118
P15056,i,Q14160
P04637,i,P08631
P05879,i,Q9Y624
Q9NYY3,i,O60716
P04049,i,P04040
P11362,i,P05023
P06241,i,P50570
P68400,i,P15311
Q05397,i,P14416
P07949,i,Q14160
P10398,i,P10415
Q09472,i,Q96IF1
P54646,i,P11717
P45983,i,P46940
P06213,i,P35241
P12931,i,P04040
O43474,i,O15143
Q05655,i,P17655
Q9H422,i,P04083
P62260,i,Q12959
P53350,i,Q9Y4G8
Q02156,i,P31146
P57059,i,P06396
O00444,i,Q9Y4G8
Q07912,i,P60953
P06239,i,P35372
P17252,i,Q8TEW0
P31949,i,P27361
P17252,i,Q14511
Q9UBS0,i,Q14155
Q15759,i,Q03135
P53779,i,P30101
Q8TDC3,i,P05023
Q13315,i,P27348
Q00535,i,Q16625
P67870,i,Q02750
Q00535,i,O15511
Q16659,i,P06396
P07947,i,Q99836
P0DN76,i,Q6UVK1
P43405,i,P28482
P34947,i,P11021
Q9UKA9,i,P0DMV8
Q9Y5P4,i,P0DMV8
O75582,i,P27348
Q15118,i,O60674
P51617,i,P08631
P23443,i,P18206
P36896,i,P13612
P07947,i,P55072
P68400,i,O00161
A0A173G4P4,i,Q03135
P05771,i,P08631
P62913,i,P15311
P63073,i,P18206
P05129,i,O75955
P23458,i,P61978
P06241,i,P63000
P68400,i,P21980
P29353,i,P05067
P29323,i,O75955
O75143,i,Q13418
P31751,i,Q12959
P07900,i,P35222
Q13177,i,P31146
Q99697,i,P39019
Q9Y297,i,Q16526
Q14012,i,P31146
Q9BZL6,i,P06396
P33981,i,P17655
O14757,i,P05787
P11802,i,Q92793
Q15418,i,Q16512
Q15257,i,P05023
P23458,i,P61073
P06493,i,Q92542
P28288,i,P0DMV8
Q5TCY1,i,Q12959
P11362,i,Q14118
O14757,i,Q03135
P29590,i,P35548
Q13535,i,P04792
Q96QT4,i,O00161
P31751,i,P13861
P49840,i,O75955
Q96J92,i,P31146
O60566,i,Q03135
Q15831,i,P06748
P06241,i,P12830
Q15139,i,P04083
Q02779,i,P11021
O96017,i,P28482
P51451,i,P13498
A0A024R1D8,i,P04040
O14757,i,Q14511
P68400,i,P04792
Q15349,i,P62280
P53779,i,Q03135
P49674,i,P27361
Q16539,i,Q9Y4G8
O43482,i,Q14118
P43405,i,P04083
P17612,i,P61073
O14638,i,P61978
P21675,i,Q13045
Q16620,i,P00533
P0DP23,i,Q9UQB8
P00519,i,P11021
P78527,i,P29966
P17612,i,Q92974
P38936,i,Q02750
O43684,i,Q86UL8
P42345,i,P31146
P78527,i,Q14161
P42345,i,Q8TEW0
Q07817,i,Q07820
Q13131,i,P18206
Q9UKT7,i,P12931
Q9NWZ3,i,P04040
O60566,i,Q05209
Q8TDC3,i,P63328
Q00535,i,P11021
P55211,i,P13498
Q13237,i,Q86UL8
O00238,i,P05023
Q92918,i,P28482
Q9UL54,i,Q86UL8
P31749,i,P29475
Q9UBE8,i,Q6UVK1
Q15139,i,P15311
P42680,i,Q12959
P49841,i,Q12846
P49336,i,Q02750
P62834,i,P19022
Q00535,i,P21333
Q14676,i,P61073
O60674,i,P46939
P12931,i,P11717
P12004,i,Q02750
Q7KZI7,i,Q14155
Q00535,i,Q07157
Q15831,i,P28482
O14920,i,Q7L0J3
P07948,i,P55072
Q9UJY5,i,P61978
P48730,i,P08473
P10415,i,P51636
Q9UK32,i,P17655
Q14676,i,Q02750
P05067,i,O75955
P11802,i,P07355
O95832,i,P08172
Q15208,i,P06748
Q9ULG1,i,P06396
P98161,i,P54764
Q9UIK4,i,P30101
O14757,i,P0DMV8
P01106,i,Q9Y624
O15530,i,P51809
P17252,i,P35241
O15530,i,P08473
P43403,i,P61764
Q16254,i,P30050
P24941,i,Q00610
P0DPB3,i,P28482
Q9Y6D9,i,Q9Y2I6
P07947,i,P18206
P78362,i,P28482
P31749,i,P19022
P53779,i,O60716
Q9UM73,i,P17655
Q13131,i,P05023
O96017,i,Q15599
P48729,i,P62280
P68400,i,Q15599
O43683,i,P0DMV8
P50750,i,Q6UVK1
P11309,i,P62745
O15111,i,P11021
PR:000007102,i,P04040
P52565,i,P00523
O75385,i,Q6UVK1
P15498,i,P62993
A1X283,i,Q9UK17
Q8TAF3,i,P61978
P04626,i,P11717
Q9H2X6,i,P27361
Q13464,i,P62745
P04637,i,Q8TDY4
P20871,i,P27348
Q9UJY5,i,Q9UQB8
Q68ED7,i,P11717
Q00535,i,Q92974
P06241,i,P31645
Q92793,i,Q8WXH0
P06213,i,P05023
Q05516,i,Q96RE7
P06239,i,P11021
P04637,i,P24941
P31751,i,P61978
Q05397,i,P78352
P48729,i,O43707
P67870,i,Q86UL8
Q03135,i,P50281
Q16539,i,P07355
Q9BX84,i,P18206
Q53HL2,i,P27361
O60566,i,P11717
O15350,i,P28482
Q13315,i,P50570
Q8IVT5,i,P35372
P04637,i,O14974
Q13153,i,P20339
Q00535,i,P19022
O43684,i,P28482
A0A0S2Z3I6,i,Q9BR76
Q05655,i,P61764
P68400,i,P14923
P98161,i,P19022
P28799,i,P00749
O60285,i,Q02750
O15530,i,P19022
Q13177,i,Q8TEW0
O14920,i,Q86UL8
P00519,i,P20339
P45984,i,P22681
Q9P1W9,i,P61978
P00533,i,P19022
Q9UNA4,i,P04040
P45984,i,P61978
P68400,i,Q8IVT2
P48730,i,P28482
P50750,i,P13498
P00533,i,P08473
P34932,i,Q07812
P11021,i,P0DMV8
P00519,i,P28482
P24941,i,Q02297
Q9NPF5,i,P26010
Q9BZL6,i,P0DMV8
Q05655,i,Q92974
Q9UBU9,i,P06748
O00506,i,P04083
P04637,i,P07332
O00311,i,P61978
Q13043,i,P27361
Q13153,i,P35372
Q9H211,i,P39019
Q13882,i,P04040
P78527,i,P28482
O14757,i,P08670
Q96GD4,i,P0DMV8
Q13705,i,P04040
Q05655,i,Q99623
P30530,i,P52294
O60238,i,P28482
P12931,i,Q13873
P09769,i,Q12959
O14907,i,P06748
P53779,i,P04040
Q9UHD2,i,P51636
P35222,i,P18206
Q16539,i,Q14118
Q13535,i,P13861
P27348,i,P12814
P04049,i,P11717
P27361,i,P13861
Q02750,i,P06396
P51817,i,P06396
Q15311,i,P63328
Q9H081,i,P27361
P51955,i,Q14160
P42345,i,P06396
P62837,i,P43403
P45983,i,O60716
Q13627,i,Q14118
P43405,i,Q15599
Q13131,i,P13498
P51451,i,P62745
Q96GD4,i,Q14118
P33176,i,P08670
P17252,i,Q14451
Q99697,i,P28482
A0A173G4P4,i,P06396
Q13158,i,Q14790
Q96EB6,i,O00482
Q13976,i,Q14289
Q15418,i,P46783
Q15831,i,P31645
O94768,i,P18206
Q13257,i,Q03135
P49137,i,Q6UVK1
P49137,i,Q03135
Q13976,i,P05023
Q9Y6K9,i,P06396
Q00534,i,P50570
Q16539,i,O00560
Q96GD4,i,Q15366
P78527,i,Q9UHB6
O96017,i,O15511
P06493,i,Q7L0J3
O14757,i,Q14315
Q13976,i,P30101
Q15208,i,Q15599
Q01973,i,P11912
Q05513,i,Q96SB3
P23443,i,P11717
P43405,i,P08473
P43250,i,P05023
P52564,i,Q14155
O14745,i,P26038
P14635,i,Q9UQB8
Q96GD4,i,Q13153
P42345,i,P00533
Q9UBE8,i,P06396
Q15759,i,Q9Y4G8
O95405,i,P61978
Q96S53,i,P06396
Q9Y6K9,i,Q03135
P49593,i,P13498
P12931,i,P62834
Q9Y4K4,i,P61978
Q13309,i,P11912
P48736,i,P17661
P51812,i,P46783
Q16539,i,Q13153
Q15759,i,P05023
Q13976,i,P06396
Q13131,i,P26038
P68400,i,P23396
Q14164,i,P00749
P06239,i,Q7L0J3
Q13616,i,P15311
P00533,i,Q12959
Q00535,i,P31645
P78527,i,P15529
P06493,i,P31645
Q9BXA7,i,P30101
Q13882,i,P26038
P46108,i,Q9H2B2
Q00535,i,P35372
Q9UQM7,i,P08473
P48730,i,P19022
P00533,i,P54764
Q13315,i,O00161
Q13418,i,O75955
P43403,i,Q12846
Q9D666,i,P27361
O96017,i,P39019
Q16531,i,P62877
P49841,i,Q14254
Q9UQM7,i,P13688
P23443,i,P46783
P25054,i,P19022
Q9H4B4,i,P35372
P11274,i,Q12959
P27361,i,P00749
Q8WZ42,i,P0DMV8
P11362,i,P26038
Q9BXM7,i,P62834
Q9UH99,i,Q14118
P05129,i,P14923
Q96ST3,i,P06396
Q9UQM7,i,P50570
P45984,i,P61073
P48729,i,P04040
Q8TEW0,i,P53667
P98077,i,P62745
Q13153,i,P54764
P42684,i,Q9BR76
Q04912,i,P04083
P42684,i,P27361
Q13464,i,P15924
O43683,i,Q8TDY4
Q07812,i,Q9Y371
Q13237,i,P12830
P00519,i,Q8WX93
Q96Q15,i,P04040
O14757,i,P38646
O95835,i,P11021
Q96GD4,i,P62280
Q13164,i,Q02750
O75676,i,P11912
P27361,i,P51636
P06241,i,Q12959
Q86UR1,i,Q15080
Q14680,i,P28482
Q14164,i,Q00610
Q05655,i,O75955
Q13464,i,P63328
Q13586,i,P50570
Q13237,i,P28482
P67870,i,P04083
P05129,i,Q13393
P99999,i,P35372
P23458,i,P11021
Q02750,i,P04040
Q9UKV8,i,P11274
P45983,i,Q14118
Q7KZI7,i,Q86UL8
O14980,i,Q04206
Q13627,i,Q15691
Q9Y5S2,i,P35579
Q15349,i,Q8TEW0
P12236,i,O15511
O43684,i,Q8WXH0
P23443,i,O00560
Q9UQM7,i,Q16625
P56945,i,P61073
P62258,i,P28482
PR:000007204,i,P27361
Q9BZL6,i,P62745
P45984,i,P11021
Q8TDC3,i,Q14118
Q13526,i,Q96QB1
P45983,i,Q08209
Q14680,i,Q12959
Q13131,i,P11717
P61981,i,O00560
P41743,i,P28482
O14757,i,P62993
Q13131,i,P35241
O75116,i,O60674
P42345,i,P04040
Q6UVJ0,i,P61978
Q15181,i,P61978
Q14164,i,Q14155
Q15208,i,Q86UL8
Q13315,i,Q14155
P42679,i,O00560
P52565,i,P62745
P45985,i,Q02750
P17612,i,Q8WX93
Q13315,i,P15311
Q14012,i,P30050
P36897,i,Q86UL8
P12931,i,Q9H2B2
P07332,i,P28482
P08631,i,P00749
Q00534,i,O75955
P10275,i,P61978
P22392,i,P61978
Q13464,i,Q03135
P00519,i,O15511
P53350,i,Q96N67
P19525,i,Q86UL8
Q9Y243,i,P28482
P24941,i,P11021
O15530,i,P28482
Q05655,i,O60674
Q9NQS7,i,P35372
Q16659,i,Q2M1Z3
P27361,i,Q96CW1
P62834,i,O95819
P68400,i,O15511
Q05655,i,Q7L0J3
P05129,i,Q12846
Q12778,i,Q92574
Q99986,i,P18754
P00519,i,P19022
P00533,i,Q99623
P05111,i,P28482
Q12846,i,Q8TEW0
PR:000027108,i,P27361
Q04863,i,P52294
P28482,i,Q9UJU6
P04637,i,Q01105
Q12834,i,P17655
P41743,i,P21333
P31749,i,Q05513
P24723,i,P27361
Q13464,i,P18206
Q9NR22,i,Q14160
P43403,i,Q99623
Q13555,i,P62280
Q9NQB0,i,O00512
Q683Z8,i,Q14160
P41743,i,Q05193
P04049,i,O60716
O15530,i,P04156
Q9Y5S2,i,Q9Y4G8
P31152,i,Q14118
Q13976,i,P04040
P42681,i,P17655
P27708,i,Q86UL8
P45983,i,P12814
Q9H4A3,i,Q9Y6W5
Q13233,i,O15511
Q9NWZ3,i,Q03135
Q05513,i,Q9H3Z4
Q13546,i,P00533
Q13557,i,P27361
P51617,i,Q14118
P07948,i,Q8TEW0
O14965,i,P17655
O43791,i,P00749
O14920,i,Q16625
P08047,i,Q9Y294
P05198,i,Q03135
A9UF07,i,P27361
P30530,i,P18075
Q13257,i,P11717
P51449,i,Q96RL1
Q9NZJ5,i,P17655
Q09472,i,Q96AC1
P12830,i,P42262
P08631,i,P17655
Q6PGQ7,i,P04083
P05129,i,Q02297
Q05513,i,P31146
Q15759,i,P13498
P28482,i,P07355
P24723,i,P62280
P06400,i,P24941
Q13535,i,P11912
Q9UQM7,i,P14923
Q96EB6,i,Q14155
P53779,i,P0DMV8
PR:000003271,i,Q9Y4G8
Q13177,i,P18206
P11309,i,P62280
P25098,i,O00560
P35626,i,P27361
P24941,i,Q02750
Q9Y2H1,i,P0DMV8
P23769,i,Q9Y4G8
Q15208,i,Q8WXH0
P52564,i,P28482
Q02156,i,P11717
Q14289,i,Q12959
Q13418,i,P50570
P49137,i,P62745
P23443,i,Q14118
Q02156,i,P04040
Q13233,i,P11912
Q07812,i,P00749
Q9UHD2,i,P06748
P11802,i,Q9H7Z6
Q13418,i,P19022
P08922,i,P19022
Q05655,i,P31645
P45984,i,O60674
P06241,i,P28482
P17612,i,P07947
Q14012,i,P27361
PR:000044507,i,P31146
Q02156,i,P06396
P06493,i,O14786
P46734,i,P39019
Q9UJU2,i,Q8TDY4
P23458,i,Q86UL8
P46734,i,Q02750
PR:000026457,i,P05023
Q05397,i,P04040
P27361,i,P51617
Q9NQS7,i,Q8WXH0
Q9P0X4,i,P62745
P40189,i,O00560
P21802,i,O14786
P53778,i,Q14155
P06493,i,P39019
P53350,i,P31146
A0A0S2Z3I6,i,P04040
P27361,i,P13010
P06493,i,Q12846
Q15759,i,Q8TEW0
P43250,i,Q14118
Q9UNH7,i,P27361
P31749,i,P14923
Q9H2X6,i,Q14847
P41279,i,O75955
P49336,i,P61073
P06493,i,P61160
P49840,i,P12931
P01106,i,Q9Y666
Q16584,i,P62745
P19838,i,Q01105
Q9UKE5,i,P04040
Q15418,i,Q14511
Q13627,i,Q9Y4G8
O60566,i,O43707
Q99986,i,P06748
Q00535,i,Q7L0J3
P49841,i,P61160
O00213,i,O60716
Q9HCP0,i,P05023
P51787,i,P13498
O94921,i,Q03135
Q9UPN9,i,O60716
P24723,i,P31146
P48730,i,P22681
Q13535,i,P04083
O54918,i,Q14451
P11309,i,P11717
Q9D666,i,P02545
Q9UIK4,i,P31146
Q92547,i,O75955
Q13485,i,Q92793
Q15418,i,Q03135
P50750,i,O43707
P24941,i,P14923
O14757,i,P62280
P49137,i,P06396
Q9H2X6,i,P62745
P57059,i,Q14160
P04489,i,O60716
P11362,i,P27361
Q9H4B4,i,P04083
P67870,i,Q12959
Q13042,i,P06396
P04637,i,P30101
P09619,i,Q02297
Q14680,i,P13861
Q16512,i,P27361
P62258,i,Q92574
Q9H2X6,i,Q2M1Z3
O76039,i,O75955
P68400,i,O60674
P06493,i,P07948
Q16665,i,Q9Y6K9
Q9NUX5,i,Q9BR76
O95835,i,P19022
O96017,i,O75955
O00444,i,P30101
Q00535,i,O60674
PR:000029189,i,P46783
Q13554,i,Q86UL8
Q13554,i,P31645
O43474,i,P62280
Q13976,i,P11717
Q13043,i,P62745
P07900,i,O75955
P52333,i,P27361
P62837,i,O60716
P36897,i,O75955
P04626,i,P35241
Q9HBH9,i,Q16539
P45973,i,Q8WXH0
Q9NRM7,i,P05023
Q96GD4,i,P12814
O43683,i,P62280
Q9UQM7,i,O00161
Q15139,i,P35372
P62993,i,Q02297
Q00534,i,Q12959
Q9YGY0,i,P11717
P10415,i,Q02750
Q9H4B4,i,P50570
P17275,i,Q05209
O60566,i,P27361
P00533,i,P61764
Q09472,i,P06748
Q13177,i,Q9Y4G8
P50613,i,P39019
P31749,i,P08195
P00519,i,P61160
Q92793,i,Q13045
P48729,i,P60953
P22607,i,P17655
P07948,i,P49768
Q15139,i,P28482
P17612,i,Q02750
O00141,i,P61978
Q07954,i,P06396
P53350,i,P46940
P49840,i,P35372
O15264,i,P61978
Q13131,i,P07355
Q6PHR2,i,Q86UL8
Q5S007,i,P00533
Q9Y3C5,i,P17655
Q15349,i,Q96N67
Q99683,i,P0DMV8
P50750,i,P0DMV8
Q04206,i,O60331
Q86V86,i,Q9BR76
Q5VT25,i,P21333
Q15759,i,Q14511
Q9H0E2,i,P11021
P43405,i,P61978
P61586,i,Q13418
Q9UHD2,i,P04083
Q86Y07,i,Q03135
Q2M2I8,i,Q7L0J3
P05771,i,Q13418
P16591,i,P18206
P22455,i,P04040
P05106,i,O60716
P48729,i,P30101
O14920,i,P61978
P63165,i,Q16763
Q09013,i,P11021
P51617,i,P04040
P08069,i,Q9UQB8
Q9BV47,i,Q8WXH0
Q92547,i,P15311
Q13153,i,O60674
P42224,i,Q8TAE8
Q6P2M8,i,P30101
Q9UM73,i,P35372
Q9BXM7,i,P08670
Q9UER7,i,P04792
P41279,i,Q86UL8
Q68ED7,i,P05023
Q15300,i,Q9Y4G8
Q16644,i,Q15366
Q14289,i,Q16625
P46937,i,Q02750
O15379,i,Q99814
Q9HBH9,i,Q96QB1
P11309,i,P26038
P78527,i,Q8WWI1
P78527,i,P62841
Q13315,i,Q16625
P51955,i,P30101
O14965,i,P04083
O96017,i,Q14155
Q13315,i,P31645
Q9Y272,i,P06396
Q05513,i,O60716
O60674,i,Q14118
P42680,i,P35372
Q16665,i,P84098
Q00526,i,Q86UL8
Q92560,i,P28482
O43293,i,O00560
P50613,i,O00161
Q13526,i,P28482
Q5S007,i,P27361
P63101,i,P20339
P15056,i,P13498
Q92973,i,P28482
P42345,i,O60716
P54646,i,Q9BR76
Q13153,i,Q12846
PR:000000164,i,P0DMV8
Q9H0K1,i,Q9Y4G8
O60716,i,Q86UL8
P54762,i,P00533
P27361,i,P61764
Q15139,i,Q14155
P62258,i,P46821
P09769,i,P63000
O43318,i,Q03135
Q96QT4,i,O75955
P49023,i,P27824
P29475,i,Q14118
Q92905,i,P11717
P48729,i,P26038
Q9H492,i,O75955
P08670,i,Q16625
P01106,i,O96013
P53350,i,P0DMV8
O14757,i,P11717
P07948,i,Q14160
Q06609,i,P28482
P42229,i,P61978
Q16566,i,Q8WXH0
P53355,i,P06396
Q16644,i,P26038
P06239,i,Q02750
Q13315,i,P22681
O14777,i,P06396
P24941,i,P06702
O15350,i,Q9UQB8
P05771,i,P05023
Q8WXH0,i,Q14118
P42345,i,Q13153
P00519,i,P50570
Q9UQQ2,i,P31146
Q9Y2U5,i,Q16512
P42679,i,P0DMV8
O60566,i,P04040
P11309,i,Q6UVK1
P06493,i,P35372
P12931,i,P48067
Q92793,i,P28482
O43318,i,Q9BR76
Q15119,i,P04083
P10398,i,Q07817
O14757,i,P30101
P37198,i,P27348
P43405,i,P11021
P00533,i,P13688
Q14012,i,P18206
Q13153,i,P42566
Q99759,i,Q16513
Q05655,i,P14923
P49841,i,P20339
PR:000037784,i,P05023
O60563,i,Q03721
P49760,i,P06396
P51813,i,P62745
Q8NG31,i,P04083
P05412,i,Q96AC1
O00238,i,Q14160
P01137,i,P36894
P15311,i,Q03135
Q9Y463,i,P06396
P45984,i,Q7L0J3
P49137,i,P18206
P33981,i,P61586
Q08345,i,P28482
PR:000029189,i,P06396
O75116,i,P04083
P45983,i,P60953
Q16566,i,P28482
Q03014,i,P11021
Q5VT25,i,O75955
Q9NRM7,i,P17661
Q5VWQ8,i,Q03135
Q9Y6K9,i,Q16665
P42345,i,P05023
Q14289,i,P42566
P62913,i,P35372
PR:000003237,i,P62258
Q9Y6W5,i,P18206
P42679,i,P52799
Q5VV41,i,Q02750
Q09472,i,Q96QB1
Q8IW41,i,P0DMV8
P31749,i,Q02297
Q02156,i,P35241
Q7KZI7,i,O75955
P48729,i,P18206
O15350,i,Q86UL8
P43405,i,P15311
Q8WYK2,i,P11912
A0A173G4P4,i,P62745
Q9UDY2,i,O75955
PR:000026189,i,P05023
O00141,i,Q02750
Q05397,i,O60716
P61981,i,Q13418
Q5FBB7,i,P62745
Q02156,i,P30101
Q92547,i,P11912
Q16512,i,P11717
Q00535,i,P51809
P31751,i,Q86UL8
A0A0S2Z3I6,i,P27361
P68431,i,P62280
Q9Y6E0,i,Q03135
P58753,i,Q7L0J3
P49841,i,Q13009
P11831,i,O15511
P45983,i,P49757
P45983,i,P41743
Q13153,i,P31645
Q06187,i,P0DMV8
Q13315,i,P14923
P53778,i,O60674
Q13105,i,P11021
P07947,i,P27361
P10415,i,Q14155
Q06187,i,Q9Y4G8
P17096,i,P61978
Q9EQW6,i,Q02750
Q12834,i,P08473
P53350,i,P27361
P41240,i,P56817
Q13153,i,Q05513
Q13237,i,Q00610
Q9NZJ5,i,P04083
O00506,i,P11021
P68400,i,P00749
Q02156,i,P62745
P24723,i,P05023
P34947,i,Q02750
Q13535,i,O75955
Q16589,i,P12830
P15056,i,P0DMV8
P07948,i,P14416
Q8IYT8,i,P27361
Q9Y6X2,i,O60716
O94804,i,P28482
O43683,i,Q8TEW0
P53004,i,P27361
P50613,i,P04083
O94806,i,P62917
P11802,i,P63104
P09619,i,Q12959
Q9P0L2,i,P35372
Q13554,i,P04083
P17252,i,Q8TDY4
A0A059VC25,i,P18206
Q8IZL9,i,P06396
Q00526,i,Q8WXH0
O75582,i,P13861
P36888,i,Q8WXH0
Q96BR1,i,P17655
P43405,i,P31645
Q09472,i,P04792
P50750,i,P27361
Q8TAS1,i,Q6UVK1
Q96GD4,i,P35241
P14635,i,P48549
Q96RE7,i,O75955
Q13480,i,P06396
Q15257,i,Q14118
Q14653,i,P05412
A0A0S2Z3I6,i,P06396
P24941,i,O00161
P53350,i,P60953
Q00534,i,P00749
Q9NUX5,i,Q15554
Q7Z434,i,P50570
P07948,i,P08172
Q96GD4,i,P31749
P16591,i,O00560
P46937,i,P17655
Q8TDC3,i,O00560
P49840,i,P21333
Q07812,i,P34932
O15111,i,P15311
P10415,i,O15511
P51813,i,P0DMV8
Q9H2X6,i,P62280
P68403,i,P0DMV8
P49840,i,P04083
P33981,i,P13861
O14965,i,Q9UQB8
O75582,i,Q12959
Q05655,i,P19022
Q9UHD2,i,P11021
P42685,i,P11021
P61981,i,P31146
O75116,i,P50570
Q96GD4,i,P13498
Q13535,i,Q14155
Q99986,i,Q02750
P05111,i,Q04771
P35222,i,P07900
P06493,i,O15511
P06239,i,P19022
P21802,i,Q16625
P43405,i,P35372
P45984,i,P00749
PR:000027108,i,P05023
Q9Y6D9,i,P31645
O75582,i,P06748
Q9H4B4,i,O00161
Q5S007,i,P30101
Q13043,i,P30101
P35222,i,P34932
Q15831,i,O60674
Q969H0,i,P06396
O14641,i,P62745
Q9H2X6,i,Q05209
Q9H4A3,i,P61978
Q9Y572,i,P62745
P49674,i,P26038
P24941,i,O60674
O43293,i,P06396
P00533,i,P28482
Q9Y4K3,i,Q14653
P08631,i,P04083
PR:000025963,i,O60716
Q96RG2,i,P35372
PR:000007102,i,Q15366
PR:000012332,i,P62834
P49759,i,Q9Y4G8
P45973,i,Q13263
P17948,i,Q16611
P12931,i,P42261
Q92831,i,Q9UKX2
Q9H7Z6,i,O60674
Q5XUX0,i,P78352
Q9H4A3,i,P27348
O00141,i,P61160
P17252,i,O14974
Q9NYL2,i,P35372
O15530,i,Q12959
P63000,i,O60716
Q13557,i,Q05209
Q9UGP4,i,P00749
O96013,i,P18206
P37173,i,P06396
Q00526,i,P04083
Q12851,i,P07737
P07949,i,P30101
Q9H081,i,P18206
Q9NQG6,i,P28482
P05771,i,Q9BR76
Q8TAS1,i,P11717
Q06187,i,P13498
P36897,i,Q12959
Q9UJX3,i,P04083
Q07869,i,P22681
Q14258,i,Q15366
Q7Z412,i,Q12846
P68400,i,P51911
P38398,i,P27361
Q9NQS7,i,P50281
P01100,i,P62280
P63104,i,P35372
Q14289,i,P14923
P21980,i,P06396
P52292,i,Q86UL8
Q00535,i,P61586
Q9GZY8,i,P17655
P45983,i,P35579
O00444,i,Q8TEW0
Q96SB4,i,P17655
Q9HBY8,i,P06396
Q683Z8,i,P04040
P12830,i,P05023
Q9UK76,i,P62280
Q96GD4,i,P04040
P00533,i,Q07954
P45983,i,P62258
O14965,i,P50570
Q96RE7,i,Q05516
Q969H0,i,Q03135
Q9H4B4,i,Q8WXH0
Q13153,i,P63000
P25963,i,Q92785
P12931,i,P17600
P49674,i,O43707
Q13616,i,P61978
Q9BZD4,i,P11021
P23443,i,Q92558
O60674,i,P55072
O14641,i,P04040
P42345,i,O00560
O60885,i,P12004
Q7Z434,i,P46939
Q13547,i,Q15555
O96013,i,O00560
O96013,i,P13498
P15311,i,P13498
P49137,i,P0DMV8
Q5VT25,i,Q96NW7
Q9UM73,i,P61073
O00444,i,P18206
Q13526,i,Q02750
P54646,i,P06396
PR:000012332,i,P27361
P24941,i,Q92466
P31749,i,Q14980
Q9UBE8,i,P26038
Q05655,i,Q96NW7
Q12965,i,P55072
Q9HAZ1,i,Q02750
Q13188,i,P00523
P57059,i,Q13418
Q14789,i,P27348
P20936,i,P06396
Q9NRM7,i,Q9Y4G8
P35968,i,P46939
PR:000012332,i,O60716
P49841,i,P39019
P06400,i,O15143
P20248,i,Q7Z5H3
Q9H2G2,i,Q9BR76
P30304,i,P62280
O75912,i,P20339
P16591,i,P31146
P54646,i,P13498
Q04771,i,P08476
P25098,i,Q92558
P53779,i,P62280
P17612,i,P11021
Q9Y2I7,i,Q9H2B2
Q08209,i,P62491
Q9UBS0,i,P61978
P33981,i,Q02750
O43791,i,P61978
P41743,i,Q99962
P51449,i,P11021
Q96GD4,i,P05023
Q13554,i,P28482
Q05397,i,P06396
P11802,i,P27824
Q13164,i,P06748
P49841,i,O00161
P07900,i,P04083
P25054,i,P21333
P00523,i,Q12846
Q04912,i,P28482
P22455,i,P00533
P42680,i,P28482
PR:000003109,i,P11717
P20226,i,P23511
Q9UBE8,i,P04040
Q5FBB7,i,O60716
Q9H4B6,i,O60716
Q13554,i,Q05513
Q9P0X4,i,P18206
P07948,i,Q96SB3
PR:000007102,i,Q03135
O43781,i,P61978
Q02156,i,P31431
P36896,i,P27361
Q13627,i,P08631
Q99683,i,P12814
O15111,i,Q86UL8
P08069,i,P13861
P52333,i,P62745
Q14164,i,Q02750
O95997,i,P22681
Q12888,i,O75955
Q15746,i,P21333
P07948,i,Q13418
Q00403,i,P27361
